"","V1","V2","V3","V4","V5","V6","V7","V8"
"1","run_id","burnin","iterations","k","ln_prob_data","mean_llh","var_llh","mean_alpha"
"999","T100_8","10000","10000","100","-8504.2","-8473.5","61.5","3.7407"
"1000","T100_9","10000","10000","100","-8496.2","-8462.4","67.8","0.7250"
"1001","T100_10","10000","10000","100","-8502.8","-8468.1","69.4","1.6657"
"1002","T101_1","10000","10000","101","-8497.9","-8464.5","66.9","0.8199"
"1003","T101_2","10000","10000","101","-8503.3","-8464.3","78.0","1.2346"
"1004","T101_3","10000","10000","101","-8496.5","-8472.4","48.3","3.7538"
"1005","T101_4","10000","10000","101","-8492.5","-8471.1","42.7","3.4168"
"1006","T101_5","10000","10000","101","-8499.1","-8473.3","51.5","4.3971"
"1007","T101_6","10000","10000","101","-8491.3","-8468.4","45.8","1.5884"
"1008","T101_7","10000","10000","101","-8496.2","-8463.9","64.7","0.8873"
"1009","T101_8","10000","10000","101","-8494.2","-8466.3","55.7","1.0777"
"1010","T101_9","10000","10000","101","-8490.2","-8465.4","49.5","1.2187"
"1011","T101_10","10000","10000","101","-8493.7","-8466.1","55.3","0.9350"
"1012","T102_1","10000","10000","102","-8504.1","-8452.9","102.3","0.3880"
"1013","T102_2","10000","10000","102","-8492.5","-8468.9","47.4","1.8861"
"1014","T102_3","10000","10000","102","-8492.2","-8469.3","45.9","2.7106"
"1015","T102_4","10000","10000","102","-8495.7","-8468.1","55.1","1.8638"
"1016","T102_5","10000","10000","102","-8486.1","-8469.4","33.4","2.7972"
"1017","T102_6","10000","10000","102","-8495.9","-8460.6","70.4","0.6658"
"1018","T102_7","10000","10000","102","-8489.2","-8469.1","40.1","2.3659"
"1019","T102_8","10000","10000","102","-8499.6","-8468.3","62.7","1.4377"
"1020","T102_9","10000","10000","102","-8494.7","-8464.8","59.8","0.9175"
"1021","T102_10","10000","10000","102","-8494.0","-8468.4","51.3","1.2390"
"1022","T103_1","10000","10000","103","-8500.4","-8460.8","79.2","0.6868"
"1023","T103_2","10000","10000","103","-8492.5","-8472.1","40.9","2.4471"
"1024","T103_3","10000","10000","103","-8487.6","-8463.1","48.8","0.8628"
"1025","T103_4","10000","10000","103","-8498.3","-8460.6","75.4","0.6058"
"1026","T103_5","10000","10000","103","-8499.8","-8470.2","59.2","1.5744"
"1027","T103_6","10000","10000","103","-8492.1","-8469.2","45.7","1.4938"
"1028","T103_7","10000","10000","103","-8491.9","-8470.1","43.7","2.5264"
"1029","T103_8","10000","10000","103","-8501.5","-8460.3","82.4","0.6116"
"1030","T103_9","10000","10000","103","-8495.9","-8459.9","72.1","0.6229"
"1031","T103_10","10000","10000","103","-8490.0","-8469.3","41.4","1.8027"
"1032","T104_1","10000","10000","104","-8491.9","-8468.5","46.7","1.4365"
"1033","T104_2","10000","10000","104","-8517.3","-8451.6","131.4","0.3229"
"1034","T104_3","10000","10000","104","-8495.5","-8462.9","65.2","0.9046"
"1035","T104_4","10000","10000","104","-8489.5","-8458.1","62.7","0.5595"
"1036","T104_5","10000","10000","104","-8503.0","-8450.7","104.6","0.3876"
"1037","T104_6","10000","10000","104","-8490.1","-8472.3","35.7","6.3498"
"1038","T104_7","10000","10000","104","-8492.5","-8467.8","49.3","1.5564"
"1039","T104_8","10000","10000","104","-8489.1","-8470.9","36.4","4.4990"
"1040","T104_9","10000","10000","104","-8538.6","-8447.7","181.6","0.3912"
"1041","T104_10","10000","10000","104","-8497.3","-8469.1","56.4","1.6072"
"1042","T105_1","10000","10000","105","-8491.4","-8470.0","42.7","2.4633"
"1043","T105_2","10000","10000","105","-8489.3","-8463.9","50.8","0.9668"
"1044","T105_3","10000","10000","105","-8495.2","-8469.8","50.9","1.6430"
"1045","T105_4","10000","10000","105","-8491.3","-8466.6","49.5","1.2842"
"1046","T105_5","10000","10000","105","-8499.0","-8466.5","64.9","0.9802"
"1047","T105_6","10000","10000","105","-8494.7","-8466.6","56.2","1.5518"
"1048","T105_7","10000","10000","105","-8489.5","-8471.2","36.5","2.7025"
"1049","T105_8","10000","10000","105","-8507.8","-8463.0","89.5","0.7945"
"1050","T105_9","10000","10000","105","-8495.1","-8461.9","66.5","0.6955"
"1051","T105_10","10000","10000","105","-8494.9","-8470.1","49.5","1.3630"
"1052","T106_1","10000","10000","106","-8502.9","-8461.1","83.7","0.5932"
"1053","T106_2","10000","10000","106","-8493.2","-8469.3","47.8","1.9468"
"1054","T106_3","10000","10000","106","-8490.3","-8471.1","38.4","2.6694"
"1055","T106_4","10000","10000","106","-8492.2","-8473.0","38.4","4.5229"
"1056","T106_5","10000","10000","106","-8486.0","-8469.6","32.7","2.7421"
"1057","T106_6","10000","10000","106","-8488.8","-8464.8","48.0","1.0392"
"1058","T106_7","10000","10000","106","-8493.7","-8465.3","56.7","1.0191"
"1059","T106_8","10000","10000","106","-8487.7","-8470.9","33.5","3.0672"
"1060","T106_9","10000","10000","106","-8496.0","-8473.0","46.0","3.2276"
"1061","T106_10","10000","10000","106","-8494.3","-8472.2","44.3","4.4039"
"1062","T107_1","10000","10000","107","-8534.0","-8459.5","149.1","0.6609"
"1063","T107_2","10000","10000","107","-8491.1","-8470.0","42.2","2.0287"
"1064","T107_3","10000","10000","107","-8493.6","-8462.0","63.3","0.6669"
"1065","T107_4","10000","10000","107","-8486.9","-8468.6","36.6","2.1724"
"1066","T107_5","10000","10000","107","-8496.4","-8457.0","78.8","0.4667"
"1067","T107_6","10000","10000","107","-8489.1","-8465.8","46.7","1.1875"
"1068","T107_7","10000","10000","107","-8492.5","-8471.7","41.6","2.8291"
"1069","T107_8","10000","10000","107","-8500.8","-8457.3","87.0","0.5073"
"1070","T107_9","10000","10000","107","-8492.6","-8461.8","61.5","0.8563"
"1071","T107_10","10000","10000","107","-8490.2","-8469.7","40.9","2.3618"
"1072","T108_1","10000","10000","108","-8504.3","-8456.8","95.0","0.4182"
"1073","T108_2","10000","10000","108","-8495.5","-8467.0","57.0","1.0742"
"1074","T108_3","10000","10000","108","-8490.7","-8467.0","47.4","1.2890"
"1075","T108_4","10000","10000","108","-8503.8","-8466.8","74.0","0.8905"
"1076","T108_5","10000","10000","108","-8492.1","-8469.0","46.1","1.6404"
"1077","T108_6","10000","10000","108","-8494.8","-8465.1","59.3","0.8551"
"1078","T108_7","10000","10000","108","-8491.5","-8471.5","40.0","2.7401"
"1079","T108_8","10000","10000","108","-8492.7","-8471.5","42.5","2.6830"
"1080","T108_9","10000","10000","108","-8493.3","-8467.0","52.5","1.3921"
"1081","T108_10","10000","10000","108","-8488.7","-8471.0","35.5","5.9706"
"1082","T109_1","10000","10000","109","-8492.6","-8459.4","66.5","0.6344"
"1083","T109_2","10000","10000","109","-8493.4","-8470.0","46.7","1.7805"
"1084","T109_3","10000","10000","109","-8488.4","-8466.8","43.2","1.2154"
"1085","T109_4","10000","10000","109","-8495.4","-8464.1","62.6","0.7468"
"1086","T109_5","10000","10000","109","-8488.6","-8469.3","38.5","3.7690"
"1087","T109_6","10000","10000","109","-8503.3","-8463.3","80.1","0.8667"
"1088","T109_7","10000","10000","109","-8494.5","-8465.0","59.1","0.9076"
"1089","T109_8","10000","10000","109","-8497.7","-8465.6","64.1","1.4606"
"1090","T109_9","10000","10000","109","-8490.6","-8470.5","40.2","5.4697"
"1091","T109_10","10000","10000","109","-8494.2","-8471.0","46.4","2.9142"
"1092","T110_1","10000","10000","110","-8491.6","-8466.0","51.2","0.9539"
"1093","T110_2","10000","10000","110","-8496.4","-8468.3","56.2","1.6381"
"1094","T110_3","10000","10000","110","-8498.0","-8472.6","50.7","3.6156"
"1095","T110_4","10000","10000","110","-8499.2","-8469.4","59.5","2.0414"
"1096","T110_5","10000","10000","110","-8505.7","-8465.4","80.6","0.8614"
"1097","T110_6","10000","10000","110","-8493.5","-8469.1","48.7","1.4172"
"1098","T110_7","10000","10000","110","-8494.0","-8463.4","61.1","0.8351"
"1099","T110_8","10000","10000","110","-8492.6","-8471.2","42.8","4.0516"
"1100","T110_9","10000","10000","110","-8497.8","-8458.0","79.6","0.5278"
"1101","T110_10","10000","10000","110","-8492.0","-8471.9","40.2","4.0483"
"1102","T111_1","10000","10000","111","-8495.7","-8471.0","49.4","3.0920"
"1103","T111_2","10000","10000","111","-8498.3","-8465.5","65.7","0.7330"
"1104","T111_3","10000","10000","111","-8507.1","-8454.4","105.4","0.4542"
"1105","T111_4","10000","10000","111","-8491.1","-8468.7","44.7","1.2708"
"1106","T111_5","10000","10000","111","-8494.8","-8474.2","41.2","4.0850"
"1107","T111_6","10000","10000","111","-8490.4","-8470.9","39.0","2.6819"
"1108","T111_7","10000","10000","111","-8501.6","-8467.4","68.5","1.1789"
"1109","T111_8","10000","10000","111","-8490.6","-8459.8","61.4","0.6366"
"1110","T111_9","10000","10000","111","-8499.5","-8473.0","53.2","3.1144"
"1111","T111_10","10000","10000","111","-8495.7","-8470.1","51.2","1.8342"
"1112","T112_1","10000","10000","112","-8493.0","-8467.5","51.0","1.1745"
"1113","T112_2","10000","10000","112","-8490.1","-8471.7","37.0","3.5106"
"1114","T112_3","10000","10000","112","-8487.2","-8461.7","51.1","0.9804"
"1115","T112_4","10000","10000","112","-8523.8","-8454.6","138.5","0.4503"
"1116","T112_5","10000","10000","112","-8492.1","-8471.2","41.8","2.7676"
"1117","T112_6","10000","10000","112","-8492.6","-8465.7","53.9","0.9795"
"1118","T112_7","10000","10000","112","-8498.6","-8465.1","67.0","0.8712"
"1119","T112_8","10000","10000","112","-8497.2","-8472.4","49.5","4.1125"
"1120","T112_9","10000","10000","112","-8493.9","-8468.0","51.9","1.4302"
"1121","T112_10","10000","10000","112","-8498.7","-8467.8","61.8","1.2500"
"1122","T113_1","10000","10000","113","-8498.2","-8462.2","71.9","0.6501"
"1123","T113_2","10000","10000","113","-8558.6","-8445.0","227.2","0.2844"
"1124","T113_3","10000","10000","113","-8501.7","-8472.9","57.5","4.3278"
"1125","T113_4","10000","10000","113","-8487.2","-8467.4","39.7","1.4097"
"1126","T113_5","10000","10000","113","-8499.9","-8473.1","53.7","2.9205"
"1127","T113_6","10000","10000","113","-8494.4","-8468.7","51.5","1.0594"
"1128","T113_7","10000","10000","113","-8495.8","-8461.9","67.9","0.5694"
"1129","T113_8","10000","10000","113","-8490.8","-8466.4","48.8","0.9180"
"1130","T113_9","10000","10000","113","-8531.6","-8453.7","155.9","0.3560"
"1131","T113_10","10000","10000","113","-8491.1","-8463.8","54.5","0.7162"
"1132","T114_1","10000","10000","114","-8504.4","-8455.4","97.9","0.3763"
"1133","T114_2","10000","10000","114","-8505.4","-8465.6","79.7","0.6728"
"1134","T114_3","10000","10000","114","-8489.9","-8467.7","44.3","1.8153"
"1135","T114_4","10000","10000","114","-8491.2","-8464.8","52.7","0.9726"
"1136","T114_5","10000","10000","114","-8495.7","-8470.4","50.5","2.0551"
"1137","T114_6","10000","10000","114","-8499.9","-8464.8","70.2","0.8853"
"1138","T114_7","10000","10000","114","-8506.3","-8454.8","103.1","0.4187"
"1139","T114_8","10000","10000","114","-8492.0","-8471.0","42.0","2.7829"
"1140","T114_9","10000","10000","114","-8498.0","-8471.8","52.3","4.8448"
"1141","T114_10","10000","10000","114","-8490.8","-8463.4","54.7","0.6674"
"1142","T115_1","10000","10000","115","-8487.8","-8469.2","37.1","2.4790"
"1143","T115_2","10000","10000","115","-8507.8","-8470.0","75.5","2.0261"
"1144","T115_3","10000","10000","115","-8488.4","-8469.7","37.5","1.5962"
"1145","T115_4","10000","10000","115","-8490.7","-8468.4","44.6","1.1909"
"1146","T115_5","10000","10000","115","-8495.8","-8471.4","48.7","1.6001"
"1147","T115_6","10000","10000","115","-8490.7","-8471.3","38.9","2.1016"
"1148","T115_7","10000","10000","115","-8491.4","-8470.3","42.3","1.8644"
"1149","T115_8","10000","10000","115","-8495.1","-8463.5","63.0","0.7633"
"1150","T115_9","10000","10000","115","-8489.7","-8466.7","45.9","1.1466"
"1151","T115_10","10000","10000","115","-8497.3","-8462.9","68.9","0.7882"
"1152","T116_1","10000","10000","116","-8491.4","-8469.6","43.7","2.3039"
"1153","T116_2","10000","10000","116","-8511.3","-8460.0","102.6","0.5808"
"1154","T116_3","10000","10000","116","-8491.3","-8470.9","40.7","3.2844"
"1155","T116_4","10000","10000","116","-8488.3","-8465.4","45.7","1.1756"
"1156","T116_5","10000","10000","116","-8497.3","-8470.0","54.6","1.5517"
"1157","T116_6","10000","10000","116","-8489.4","-8468.7","41.5","2.1772"
"1158","T116_7","10000","10000","116","-8495.6","-8470.2","50.7","1.4933"
"1159","T116_8","10000","10000","116","-8501.2","-8466.2","70.1","1.0088"
"1160","T116_9","10000","10000","116","-8490.6","-8465.7","49.9","1.1109"
"1161","T116_10","10000","10000","116","-8492.5","-8467.9","49.1","1.6180"
"1162","T117_1","10000","10000","117","-8491.3","-8471.6","39.5","3.8206"
"1163","T117_2","10000","10000","117","-8491.3","-8464.4","53.9","0.7679"
"1164","T117_3","10000","10000","117","-8495.8","-8471.6","48.4","4.5014"
"1165","T117_4","10000","10000","117","-8490.7","-8465.6","50.1","1.0842"
"1166","T117_5","10000","10000","117","-8494.5","-8473.1","42.8","4.2083"
"1167","T117_6","10000","10000","117","-8497.3","-8462.0","70.7","0.5312"
"1168","T117_7","10000","10000","117","-8490.7","-8470.9","39.5","2.5455"
"1169","T117_8","10000","10000","117","-8503.8","-8449.3","109.0","0.3706"
"1170","T117_9","10000","10000","117","-8495.4","-8469.4","52.2","2.4209"
"1171","T117_10","10000","10000","117","-8492.4","-8471.3","42.2","3.6022"
"1172","T118_1","10000","10000","118","-8493.3","-8469.0","48.6","1.4611"
"1173","T118_2","10000","10000","118","-8493.0","-8468.7","48.5","1.3967"
"1174","T118_3","10000","10000","118","-8494.0","-8472.4","43.1","2.4856"
"1175","T118_4","10000","10000","118","-8499.0","-8466.5","64.9","0.9672"
"1176","T118_5","10000","10000","118","-8496.4","-8469.3","54.1","1.1516"
"1177","T118_6","10000","10000","118","-8497.3","-8468.3","58.0","1.0076"
"1178","T118_7","10000","10000","118","-8492.4","-8468.6","47.6","1.3492"
"1179","T118_8","10000","10000","118","-8488.2","-8470.2","35.9","2.2909"
"1180","T118_9","10000","10000","118","-8492.2","-8468.9","46.7","2.1213"
"1181","T118_10","10000","10000","118","-8491.8","-8464.2","55.2","0.8679"
"1182","T119_1","10000","10000","119","-8496.5","-8468.1","56.7","1.1335"
"1183","T119_2","10000","10000","119","-8494.7","-8464.3","60.9","0.8224"
"1184","T119_3","10000","10000","119","-8490.4","-8465.5","49.9","0.9287"
"1185","T119_4","10000","10000","119","-8492.3","-8471.3","42.0","4.2180"
"1186","T119_5","10000","10000","119","-8493.9","-8470.1","47.7","2.6636"
"1187","T119_6","10000","10000","119","-8490.1","-8468.8","42.7","2.1977"
"1188","T119_7","10000","10000","119","-8493.6","-8473.7","39.8","5.1988"
"1189","T119_8","10000","10000","119","-8491.2","-8469.4","43.5","2.7915"
"1190","T119_9","10000","10000","119","-8490.2","-8469.0","42.5","1.4548"
"1191","T119_10","10000","10000","119","-8500.1","-8458.7","82.6","0.3895"
"1192","T120_1","10000","10000","120","-8495.6","-8468.1","55.1","1.2426"
"1193","T120_2","10000","10000","120","-8488.1","-8467.6","41.0","1.3762"
"1194","T120_3","10000","10000","120","-8493.0","-8465.0","56.0","0.8821"
"1195","T120_4","10000","10000","120","-8490.9","-8471.5","38.9","2.2097"
"1196","T120_5","10000","10000","120","-8502.5","-8470.4","64.3","1.8204"
"1197","T120_6","10000","10000","120","-8502.7","-8465.3","74.7","0.8146"
"1198","T120_7","10000","10000","120","-8497.9","-8465.0","65.8","1.0098"
"1199","T120_8","10000","10000","120","-8488.6","-8470.4","36.4","3.8001"
"1200","T120_9","10000","10000","120","-8492.3","-8468.3","48.0","0.9480"
"1201","T120_10","10000","10000","120","-8494.5","-8468.7","51.6","0.9284"
"1202","T121_1","10000","10000","121","-8492.8","-8473.4","38.9","3.5198"
"1203","T121_2","10000","10000","121","-8498.6","-8469.8","57.5","1.2930"
"1204","T121_3","10000","10000","121","-8492.3","-8469.8","44.9","1.7705"
"1205","T121_4","10000","10000","121","-8504.0","-8464.2","79.7","0.5795"
"1206","T121_5","10000","10000","121","-8488.7","-8469.9","37.7","2.5039"
"1207","T121_6","10000","10000","121","-8495.5","-8466.9","57.1","1.0304"
"1208","T121_7","10000","10000","121","-8495.1","-8474.2","41.7","5.8257"
"1209","T121_8","10000","10000","121","-8504.2","-8458.7","90.9","0.3786"
"1210","T121_9","10000","10000","121","-8494.5","-8469.9","49.2","3.3499"
"1211","T121_10","10000","10000","121","-8488.5","-8468.6","39.7","1.5805"
"1212","T122_1","10000","10000","122","-8493.8","-8467.2","53.1","1.0198"
"1213","T122_2","10000","10000","122","-8495.3","-8471.8","47.0","3.7824"
"1214","T122_3","10000","10000","122","-8491.3","-8463.8","55.0","0.7083"
"1215","T122_4","10000","10000","122","-8490.9","-8469.2","43.4","2.1256"
"1216","T122_5","10000","10000","122","-8490.5","-8462.7","55.6","0.7146"
"1217","T122_6","10000","10000","122","-8494.6","-8468.5","52.4","1.4433"
"1218","T122_7","10000","10000","122","-8494.6","-8470.5","48.2","1.9551"
"1219","T122_8","10000","10000","122","-8489.3","-8469.8","38.9","2.2170"
"1220","T122_9","10000","10000","122","-8496.1","-8467.9","56.4","0.9158"
"1221","T122_10","10000","10000","122","-8489.8","-8468.0","43.5","1.7761"
"1222","T123_1","10000","10000","123","-8498.6","-8468.6","60.1","1.0451"
"1223","T123_2","10000","10000","123","-8494.7","-8468.1","53.2","1.1120"
"1224","T123_3","10000","10000","123","-8487.2","-8470.8","32.9","4.0246"
"1225","T123_4","10000","10000","123","-8495.9","-8464.8","62.2","0.7563"
"1226","T123_5","10000","10000","123","-8493.7","-8467.7","52.0","1.0818"
"1227","T123_6","10000","10000","123","-8492.4","-8473.6","37.6","4.6792"
"1228","T123_7","10000","10000","123","-8494.4","-8468.2","52.4","1.4580"
"1229","T123_8","10000","10000","123","-8494.3","-8469.5","49.6","1.0135"
"1230","T123_9","10000","10000","123","-8492.0","-8467.8","48.5","1.2258"
"1231","T123_10","10000","10000","123","-8489.7","-8471.3","36.7","2.9350"
"1232","T124_1","10000","10000","124","-8495.6","-8468.7","53.7","0.9187"
"1233","T124_2","10000","10000","124","-8496.1","-8466.8","58.6","0.8964"
"1234","T124_3","10000","10000","124","-8500.2","-8470.2","60.1","1.4654"
"1235","T124_4","10000","10000","124","-8499.9","-8474.5","50.7","2.9283"
"1236","T124_5","10000","10000","124","-8491.6","-8469.7","43.9","1.5856"
"1237","T124_6","10000","10000","124","-8490.3","-8468.0","44.6","1.1375"
"1238","T124_7","10000","10000","124","-8495.8","-8462.7","66.1","0.7461"
"1239","T124_8","10000","10000","124","-8491.6","-8465.6","51.9","1.0536"
"1240","T124_9","10000","10000","124","-8497.9","-8471.9","52.1","2.4140"
"1241","T124_10","10000","10000","124","-8501.4","-8458.6","85.6","0.4791"
"1242","T125_1","10000","10000","125","-8502.8","-8457.1","91.4","0.4058"
"1243","T125_2","10000","10000","125","-8488.2","-8471.0","34.5","2.5090"
"1244","T125_3","10000","10000","125","-8493.1","-8470.4","45.3","1.3971"
"1245","T125_4","10000","10000","125","-8492.8","-8464.1","57.5","0.7516"
"1246","T125_5","10000","10000","125","-8492.5","-8470.3","44.4","2.2826"
"1247","T125_6","10000","10000","125","-8492.7","-8467.6","50.1","1.3500"
"1248","T125_7","10000","10000","125","-8495.4","-8471.4","47.8","1.9775"
"1249","T125_8","10000","10000","125","-8502.9","-8462.9","79.9","0.5148"
"1250","T125_9","10000","10000","125","-8495.9","-8468.0","55.9","1.3247"
"1251","T125_10","10000","10000","125","-8494.0","-8464.9","58.1","0.7025"
"1252","T126_1","10000","10000","126","-8492.9","-8472.7","40.4","3.3725"
"1253","T126_2","10000","10000","126","-8505.3","-8473.1","64.4","1.2756"
"1254","T126_3","10000","10000","126","-8497.1","-8472.1","50.0","1.9799"
"1255","T126_4","10000","10000","126","-8491.9","-8468.5","46.7","1.4658"
"1256","T126_5","10000","10000","126","-8495.3","-8471.8","47.0","4.1330"
"1257","T126_6","10000","10000","126","-8498.3","-8462.8","70.9","0.6630"
"1258","T126_7","10000","10000","126","-8489.0","-8471.1","36.0","2.6327"
"1259","T126_8","10000","10000","126","-8493.5","-8470.0","46.9","2.2708"
"1260","T126_9","10000","10000","126","-8495.0","-8469.7","50.5","2.8375"
"1261","T126_10","10000","10000","126","-8494.5","-8468.5","52.0","1.1846"
"1262","T127_1","10000","10000","127","-8497.5","-8472.7","49.6","2.4329"
"1263","T127_2","10000","10000","127","-8489.9","-8472.1","35.5","2.8962"
"1264","T127_3","10000","10000","127","-8497.4","-8467.4","60.1","1.0268"
"1265","T127_4","10000","10000","127","-8489.7","-8464.9","49.6","0.6592"
"1266","T127_5","10000","10000","127","-8491.6","-8467.6","48.1","1.4199"
"1267","T127_6","10000","10000","127","-8486.3","-8466.4","39.8","1.2762"
"1268","T127_7","10000","10000","127","-8496.3","-8465.7","61.3","0.6465"
"1269","T127_8","10000","10000","127","-8486.7","-8463.0","47.6","0.7785"
"1270","T127_9","10000","10000","127","-8497.6","-8470.2","54.8","1.8526"
"1271","T127_10","10000","10000","127","-8496.6","-8467.3","58.5","1.0280"
"1272","T128_1","10000","10000","128","-8494.5","-8468.1","52.9","0.8874"
"1273","T128_2","10000","10000","128","-8492.8","-8465.0","55.6","0.8212"
"1274","T128_3","10000","10000","128","-8501.2","-8467.7","67.0","1.0680"
"1275","T128_4","10000","10000","128","-8493.1","-8467.2","51.9","1.2542"
"1276","T128_5","10000","10000","128","-8490.1","-8464.4","51.4","0.7003"
"1277","T128_6","10000","10000","128","-8489.2","-8472.4","33.6","3.2382"
"1278","T128_7","10000","10000","128","-8496.5","-8470.3","52.5","1.3249"
"1279","T128_8","10000","10000","128","-8488.6","-8466.3","44.6","1.0697"
"1280","T128_9","10000","10000","128","-8492.2","-8470.3","43.7","1.8223"
"1281","T128_10","10000","10000","128","-8493.0","-8472.2","41.7","4.7571"
"1282","T129_1","10000","10000","129","-8493.7","-8470.5","46.4","2.4237"
"1283","T129_2","10000","10000","129","-8488.6","-8470.2","36.7","3.2650"
"1284","T129_3","10000","10000","129","-8493.8","-8466.1","55.3","0.7756"
"1285","T129_4","10000","10000","129","-8497.8","-8474.5","46.6","3.3091"
"1286","T129_5","10000","10000","129","-8497.3","-8473.7","47.4","2.7676"
"1287","T129_6","10000","10000","129","-8503.9","-8472.3","63.2","2.9192"
"1288","T129_7","10000","10000","129","-8492.0","-8471.9","40.2","3.7092"
"1289","T129_8","10000","10000","129","-8487.4","-8469.9","34.9","2.3575"
"1290","T129_9","10000","10000","129","-8498.5","-8466.9","63.2","0.8962"
"1291","T129_10","10000","10000","129","-8508.4","-8464.4","88.0","0.6197"
"1292","T130_1","10000","10000","130","-8491.8","-8471.1","41.3","2.4182"
"1293","T130_2","10000","10000","130","-8495.9","-8468.7","54.4","1.2145"
"1294","T130_3","10000","10000","130","-8488.8","-8463.1","51.3","0.7021"
"1295","T130_4","10000","10000","130","-8487.3","-8465.7","43.3","0.9712"
"1296","T130_5","10000","10000","130","-8495.9","-8462.9","65.9","0.6276"
"1297","T130_6","10000","10000","130","-8494.6","-8465.8","57.5","0.8259"
"1298","T130_7","10000","10000","130","-8494.5","-8466.8","55.3","1.0389"
"1299","T130_8","10000","10000","130","-8494.1","-8466.9","54.5","0.9551"
"1300","T130_9","10000","10000","130","-8495.6","-8473.6","44.0","4.3947"
"1301","T130_10","10000","10000","130","-8495.6","-8473.6","44.0","4.3947"
"1302","T131_1","10000","10000","131","-8494.5","-8465.3","58.2","0.7266"
"1303","T131_2","10000","10000","131","-8489.9","-8472.1","35.6","2.9151"
"1304","T131_3","10000","10000","131","-8494.5","-8472.4","44.2","4.4224"
"1305","T131_4","10000","10000","131","-8493.7","-8470.5","46.4","1.7266"
"1306","T131_5","10000","10000","131","-8496.8","-8468.5","56.6","0.9115"
"1307","T131_6","10000","10000","131","-8494.7","-8466.2","57.0","0.8939"
"1308","T131_7","10000","10000","131","-8491.2","-8467.6","47.1","1.1648"
"1309","T131_8","10000","10000","131","-8500.0","-8470.5","58.9","1.5672"
"1310","T131_9","10000","10000","131","-8494.6","-8466.2","56.9","0.9915"
"1311","T131_10","10000","10000","131","-8490.9","-8469.5","42.7","2.4687"
"1312","T132_1","10000","10000","132","-8490.3","-8469.1","42.4","1.4996"
"1313","T132_2","10000","10000","132","-8490.3","-8469.1","42.4","1.4996"
"1314","T132_3","10000","10000","132","-8498.2","-8474.2","47.9","3.0364"
"1315","T132_4","10000","10000","132","-8490.4","-8470.6","39.6","2.8958"
"1316","T132_5","10000","10000","132","-8496.3","-8466.4","59.8","0.7012"
"1317","T132_6","10000","10000","132","-8496.6","-8467.4","58.5","1.3885"
"1318","T132_7","10000","10000","132","-8495.4","-8471.1","48.5","2.5525"
"1319","T132_8","10000","10000","132","-8489.6","-8468.5","42.3","2.1931"
"1320","T132_9","10000","10000","132","-8486.0","-8467.8","36.4","1.2531"
"1321","T132_10","10000","10000","132","-8492.5","-8471.2","42.6","2.1345"
"1322","T133_1","10000","10000","133","-8494.2","-8466.4","55.6","0.7658"
"1323","T133_2","10000","10000","133","-8497.6","-8462.3","70.6","0.5300"
"1324","T133_3","10000","10000","133","-8492.9","-8471.5","42.9","2.5258"
"1325","T133_4","10000","10000","133","-8496.1","-8473.2","45.8","2.7345"
"1326","T133_5","10000","10000","133","-8490.1","-8469.9","40.5","1.9059"
"1327","T133_6","10000","10000","133","-8495.7","-8468.7","53.9","1.2573"
"1328","T133_7","10000","10000","133","-8488.2","-8469.9","36.6","2.9247"
"1329","T133_8","10000","10000","133","-8489.8","-8470.1","39.3","3.2298"
"1330","T133_9","10000","10000","133","-8488.3","-8465.5","45.5","1.1319"
"1331","T133_10","10000","10000","133","-8490.5","-8470.2","40.4","1.7299"
"1332","T134_1","10000","10000","134","-8492.7","-8468.6","48.2","1.3796"
"1333","T134_2","10000","10000","134","-8495.8","-8468.4","54.8","1.5449"
"1334","T134_3","10000","10000","134","-8495.1","-8469.4","51.5","1.2447"
"1335","T134_4","10000","10000","134","-8488.2","-8470.3","35.8","2.8671"
"1336","T134_5","10000","10000","134","-8496.2","-8468.4","55.6","0.8472"
"1337","T134_6","10000","10000","134","-8497.9","-8472.8","50.3","3.7341"
"1338","T134_7","10000","10000","134","-8496.9","-8471.5","50.8","1.8190"
"1339","T134_8","10000","10000","134","-8493.7","-8472.3","42.8","1.4302"
"1340","T134_9","10000","10000","134","-8486.2","-8463.4","45.6","0.6172"
"1341","T134_10","10000","10000","134","-8499.0","-8466.8","64.2","0.9593"
"1342","T135_1","10000","10000","135","-8489.0","-8470.8","36.3","2.6437"
"1343","T135_2","10000","10000","135","-8493.1","-8466.4","53.5","0.8959"
"1344","T135_3","10000","10000","135","-8491.7","-8468.4","46.6","1.6306"
"1345","T135_4","10000","10000","135","-8490.4","-8469.8","41.2","1.8141"
"1346","T135_5","10000","10000","135","-8500.4","-8465.2","70.5","0.5675"
"1347","T135_6","10000","10000","135","-8484.0","-8469.3","29.3","2.5492"
"1348","T135_7","10000","10000","135","-8489.3","-8471.7","35.1","4.5962"
"1349","T135_8","10000","10000","135","-8499.3","-8468.1","62.4","1.1528"
"1350","T135_9","10000","10000","135","-8496.3","-8469.0","54.6","1.2462"
"1351","T135_10","10000","10000","135","-8496.8","-8469.0","55.8","1.3851"
"1352","T136_1","10000","10000","136","-8497.6","-8460.0","75.3","0.5198"
"1353","T136_2","10000","10000","136","-8495.6","-8468.3","54.7","1.3338"
"1354","T136_3","10000","10000","136","-8489.2","-8469.4","39.5","1.3138"
"1355","T136_4","10000","10000","136","-8502.7","-8474.4","56.5","4.9447"
