"","V1","V2","V3","V4","V5","V6","V7","V8"
"1","run_id","burnin","iterations","k","ln_prob_data","mean_llh","var_llh","mean_alpha"
"1356","T136_5","10000","10000","136","-8488.6","-8472.4","32.4","4.7566"
"1357","T136_6","10000","10000","136","-8488.9","-8469.2","39.4","3.8983"
"1358","T136_7","10000","10000","136","-8490.2","-8471.3","37.8","2.9171"
"1359","T136_8","10000","10000","136","-8496.4","-8462.0","68.7","0.5056"
"1360","T136_9","10000","10000","136","-8489.1","-8469.6","38.9","1.7602"
"1361","T136_10","10000","10000","136","-8493.6","-8464.1","58.9","0.6929"
"1362","T137_1","10000","10000","137","-8489.7","-8470.5","38.4","1.7850"
"1363","T137_2","10000","10000","137","-8495.0","-8468.4","53.0","0.9772"
"1364","T137_3","10000","10000","137","-8487.4","-8466.4","42.0","1.5358"
"1365","T137_4","10000","10000","137","-8497.6","-8471.7","51.8","2.8359"
"1366","T137_5","10000","10000","137","-8491.3","-8464.1","54.4","0.7542"
"1367","T137_6","10000","10000","137","-8504.5","-8453.7","101.6","0.3236"
"1368","T137_7","10000","10000","137","-8493.2","-8469.0","48.5","1.1738"
"1369","T137_8","10000","10000","137","-8495.1","-8468.7","52.7","1.1587"
"1370","T137_9","10000","10000","137","-8489.7","-8469.9","39.5","2.8679"
"1371","T137_10","10000","10000","137","-8491.1","-8468.8","44.6","1.0582"
"1372","T138_1","10000","10000","138","-8495.1","-8471.9","46.4","1.9647"
"1373","T138_2","10000","10000","138","-8498.8","-8462.1","73.5","0.6086"
"1374","T138_3","10000","10000","138","-8499.8","-8461.7","76.1","0.5316"
"1375","T138_4","10000","10000","138","-8488.9","-8466.6","44.7","0.9524"
"1376","T138_5","10000","10000","138","-8490.2","-8461.7","57.0","0.6791"
"1377","T138_6","10000","10000","138","-8491.9","-8469.8","44.2","1.5099"
"1378","T138_7","10000","10000","138","-8488.0","-8471.3","33.3","3.6094"
"1379","T138_8","10000","10000","138","-8494.3","-8463.0","62.6","0.5004"
"1380","T138_9","10000","10000","138","-8489.6","-8468.9","41.3","1.7531"
"1381","T138_10","10000","10000","138","-8492.7","-8470.7","43.9","1.7554"
"1382","T139_1","10000","10000","139","-8490.2","-8472.5","35.3","2.4546"
"1383","T139_2","10000","10000","139","-8490.8","-8465.9","49.9","0.7534"
"1384","T139_3","10000","10000","139","-8495.5","-8470.0","51.0","1.5611"
"1385","T139_4","10000","10000","139","-8508.4","-8474.5","67.8","2.2225"
"1386","T139_5","10000","10000","139","-8491.9","-8470.5","42.9","1.5449"
"1387","T139_6","10000","10000","139","-8492.8","-8470.0","45.6","1.9951"
"1388","T139_7","10000","10000","139","-8494.7","-8471.7","46.1","2.7557"
"1389","T139_8","10000","10000","139","-8494.0","-8468.6","50.7","1.1899"
"1390","T139_9","10000","10000","139","-8491.9","-8474.1","35.6","2.9472"
"1391","T139_10","10000","10000","139","-8485.5","-8469.5","31.9","2.4630"
"1392","T140_1","10000","10000","140","-8492.6","-8468.5","48.2","1.3889"
"1393","T140_2","10000","10000","140","-8489.9","-8469.2","41.6","2.0086"
"1394","T140_3","10000","10000","140","-8495.2","-8470.4","49.7","1.4530"
"1395","T140_4","10000","10000","140","-8489.7","-8468.5","42.5","1.6199"
"1396","T140_5","10000","10000","140","-8493.6","-8463.8","59.5","0.5712"
"1397","T140_6","10000","10000","140","-8492.4","-8471.4","42.0","1.6762"
"1398","T140_7","10000","10000","140","-8493.9","-8471.5","44.8","3.0673"
"1399","T140_8","10000","10000","140","-8494.5","-8471.5","46.0","1.9435"
"1400","T140_9","10000","10000","140","-8493.2","-8470.1","46.1","2.0683"
"1401","T140_10","10000","10000","140","-8500.1","-8470.0","60.1","2.0575"
"1402","T141_1","10000","10000","141","-8491.6","-8467.8","47.6","1.3946"
"1403","T141_2","10000","10000","141","-8494.0","-8470.3","47.4","1.9546"
"1404","T141_3","10000","10000","141","-8491.8","-8466.9","49.9","1.0394"
"1405","T141_4","10000","10000","141","-8494.8","-8472.7","44.2","2.4632"
"1406","T141_5","10000","10000","141","-8497.2","-8472.0","50.4","1.5338"
"1407","T141_6","10000","10000","141","-8499.5","-8467.2","64.7","0.9762"
"1408","T141_7","10000","10000","141","-8491.8","-8470.7","42.2","1.9193"
"1409","T141_8","10000","10000","141","-8491.7","-8468.3","46.8","0.8799"
"1410","T141_9","10000","10000","141","-8497.3","-8462.6","69.4","0.5582"
"1411","T141_10","10000","10000","141","-8491.4","-8467.7","47.6","0.9963"
"1412","T142_1","10000","10000","142","-8505.3","-8470.8","68.9","1.8006"
"1413","T142_2","10000","10000","142","-8493.9","-8465.6","56.6","0.5460"
"1414","T142_3","10000","10000","142","-8490.7","-8470.1","41.2","1.7031"
"1415","T142_4","10000","10000","142","-8495.0","-8463.2","63.6","0.5890"
"1416","T142_5","10000","10000","142","-8492.6","-8466.4","52.6","1.1123"
"1417","T142_6","10000","10000","142","-8492.7","-8472.7","40.1","3.0808"
"1418","T142_7","10000","10000","142","-8493.0","-8471.5","42.9","2.4162"
"1419","T142_8","10000","10000","142","-8486.6","-8467.9","37.5","1.0678"
"1420","T142_9","10000","10000","142","-8494.2","-8464.0","60.4","0.5515"
"1421","T142_10","10000","10000","142","-8498.0","-8464.2","67.6","0.8024"
"1422","T143_1","10000","10000","143","-8499.8","-8465.2","69.1","0.8122"
"1423","T143_2","10000","10000","143","-8497.5","-8471.8","51.4","1.5799"
"1424","T143_3","10000","10000","143","-8489.6","-8473.2","32.9","3.1974"
"1425","T143_4","10000","10000","143","-8490.6","-8469.7","41.9","1.7517"
"1426","T143_5","10000","10000","143","-8496.5","-8470.1","52.9","2.2711"
"1427","T143_6","10000","10000","143","-8488.7","-8469.5","38.4","1.9728"
"1428","T143_7","10000","10000","143","-8497.1","-8463.1","68.0","0.5646"
"1429","T143_8","10000","10000","143","-8500.3","-8470.0","60.5","1.3018"
"1430","T143_9","10000","10000","143","-8488.4","-8470.2","36.5","1.8623"
"1431","T143_10","10000","10000","143","-8493.9","-8468.3","51.2","1.6428"
"1432","T144_1","10000","10000","144","-8489.5","-8471.6","35.8","2.3887"
"1433","T144_2","10000","10000","144","-8491.9","-8471.6","40.6","2.5622"
"1434","T144_3","10000","10000","144","-8494.9","-8471.5","46.9","2.9681"
"1435","T144_4","10000","10000","144","-8499.5","-8472.2","54.6","3.8562"
"1436","T144_5","10000","10000","144","-8492.0","-8471.3","41.5","2.2536"
"1437","T144_6","10000","10000","144","-8496.6","-8459.8","73.5","0.4094"
"1438","T144_7","10000","10000","144","-8491.5","-8471.9","39.1","3.1718"
"1439","T144_8","10000","10000","144","-8493.5","-8470.7","45.5","1.7759"
"1440","T144_9","10000","10000","144","-8494.4","-8469.3","50.1","1.9419"
"1441","T144_10","10000","10000","144","-8489.9","-8471.8","36.2","2.9674"
"1442","T145_1","10000","10000","145","-8492.9","-8474.9","36.2","4.5202"
"1443","T145_2","10000","10000","145","-8489.2","-8464.7","49.1","0.7853"
"1444","T145_3","10000","10000","145","-8489.9","-8469.5","40.9","2.2366"
"1445","T145_4","10000","10000","145","-8491.2","-8470.5","41.5","1.6291"
"1446","T145_5","10000","10000","145","-8495.8","-8471.2","49.1","1.7501"
"1447","T145_6","10000","10000","145","-8488.8","-8465.4","46.7","0.9020"
"1448","T145_7","10000","10000","145","-8491.5","-8473.1","36.9","3.6056"
"1449","T145_8","10000","10000","145","-8490.1","-8472.5","35.3","2.9400"
"1450","T145_9","10000","10000","145","-8487.0","-8467.3","39.3","1.0155"
"1451","T145_10","10000","10000","145","-8497.1","-8470.5","53.2","2.0395"
"1452","T146_1","10000","10000","146","-8489.2","-8468.9","40.5","1.3361"
"1453","T146_2","10000","10000","146","-8494.2","-8467.4","53.6","0.9137"
"1454","T146_3","10000","10000","146","-8495.8","-8473.2","45.2","4.3232"
"1455","T146_4","10000","10000","146","-8490.7","-8465.6","50.1","0.7464"
"1456","T146_5","10000","10000","146","-8493.0","-8471.1","43.7","1.8165"
"1457","T146_6","10000","10000","146","-8491.3","-8470.4","41.7","1.2189"
"1458","T146_7","10000","10000","146","-8492.0","-8471.9","40.3","2.4363"
"1459","T146_8","10000","10000","146","-8493.8","-8470.6","46.3","1.0634"
"1460","T146_9","10000","10000","146","-8489.3","-8470.7","37.1","2.1616"
"1461","T146_10","10000","10000","146","-8492.1","-8472.9","38.5","2.3059"
"1462","T147_1","10000","10000","147","-8488.5","-8467.5","42.0","0.9111"
"1463","T147_2","10000","10000","147","-8497.7","-8467.3","60.8","0.7521"
"1464","T147_3","10000","10000","147","-8488.6","-8469.8","37.6","1.3749"
"1465","T147_4","10000","10000","147","-8495.7","-8472.9","45.6","3.0753"
"1466","T147_5","10000","10000","147","-8495.4","-8470.8","49.3","1.4591"
"1467","T147_6","10000","10000","147","-8487.3","-8471.3","31.9","2.6315"
"1468","T147_7","10000","10000","147","-8491.8","-8469.4","44.8","1.9760"
"1469","T147_8","10000","10000","147","-8495.5","-8459.2","72.6","0.4068"
"1470","T147_9","10000","10000","147","-8500.6","-8460.1","81.2","0.4035"
"1471","T147_10","10000","10000","147","-8487.1","-8465.1","43.9","0.9636"
"1472","T148_1","10000","10000","148","-8502.0","-8464.7","74.5","0.6588"
"1473","T148_2","10000","10000","148","-8489.8","-8471.0","37.6","2.2969"
"1474","T148_3","10000","10000","148","-8490.9","-8471.4","39.1","1.6996"
"1475","T148_4","10000","10000","148","-8488.1","-8473.6","28.9","3.4008"
"1476","T148_5","10000","10000","148","-8496.0","-8466.3","59.3","0.9432"
"1477","T148_6","10000","10000","148","-8490.6","-8472.7","35.9","3.5418"
"1478","T148_7","10000","10000","148","-8493.4","-8469.3","48.2","1.2598"
"1479","T148_8","10000","10000","148","-8492.4","-8467.1","50.6","1.0178"
"1480","T148_9","10000","10000","148","-8501.8","-8463.2","77.1","0.5547"
"1481","T148_10","10000","10000","148","-8492.3","-8472.1","40.5","2.2857"
"1482","T149_1","10000","10000","149","-8492.5","-8467.9","49.2","0.9099"
"1483","T149_2","10000","10000","149","-8491.0","-8472.4","37.2","4.9330"
"1484","T149_3","10000","10000","149","-8491.7","-8470.2","43.0","1.2468"
"1485","T149_4","10000","10000","149","-8494.0","-8471.1","45.7","1.3963"
"1486","T149_5","10000","10000","149","-8490.4","-8469.6","41.5","1.2223"
"1487","T149_6","10000","10000","149","-8487.8","-8472.0","31.6","3.5185"
"1488","T149_7","10000","10000","149","-8491.9","-8471.8","40.2","3.3895"
"1489","T149_8","10000","10000","149","-8504.7","-8469.7","69.9","1.5753"
"1490","T149_9","10000","10000","149","-8496.3","-8467.0","58.6","0.8619"
"1491","T149_10","10000","10000","149","-8490.6","-8464.3","52.6","0.7264"
"1492","T150_1","10000","10000","150","-8489.3","-8469.3","40.1","1.9430"
"1493","T150_2","10000","10000","150","-8488.7","-8467.1","43.2","0.8191"
"1494","T150_3","10000","10000","150","-8488.1","-8461.4","53.3","0.4821"
"1495","T150_4","10000","10000","150","-8491.7","-8466.0","51.3","0.8094"
"1496","T150_5","10000","10000","150","-8489.2","-8470.4","37.6","2.9238"
"1497","T150_6","10000","10000","150","-8494.8","-8465.1","59.2","0.7717"
"1498","T150_7","10000","10000","150","-8489.0","-8466.0","46.1","0.7590"
"1499","T150_8","10000","10000","150","-8487.8","-8466.1","43.5","0.7499"
"1500","T150_9","10000","10000","150","-8505.4","-8472.4","66.0","1.4168"
"1501","T150_10","10000","10000","150","-8490.1","-8471.6","37.1","2.7326"
"1502","T151_1","10000","10000","151","-8505.3","-8467.5","75.6","0.6133"
"1503","T151_2","10000","10000","151","-8489.3","-8467.6","43.4","1.2993"
"1504","T151_3","10000","10000","151","-8500.8","-8468.6","64.3","0.7556"
"1505","T151_4","10000","10000","151","-8491.4","-8465.6","51.6","0.6510"
"1506","T151_5","10000","10000","151","-8490.9","-8465.6","50.5","0.6199"
"1507","T151_6","10000","10000","151","-8490.5","-8467.4","46.3","1.7153"
"1508","T151_7","10000","10000","151","-8495.3","-8465.7","59.3","0.7151"
"1509","T151_8","10000","10000","151","-8489.8","-8470.4","38.8","2.1825"
"1510","T151_9","10000","10000","151","-8491.4","-8470.7","41.4","1.4768"
"1511","T151_10","10000","10000","151","-8491.0","-8470.2","41.8","1.3537"
"1512","T152_1","10000","10000","152","-8491.3","-8472.0","38.7","2.0453"
"1513","T152_2","10000","10000","152","-8495.1","-8474.2","41.8","3.2395"
"1514","T152_3","10000","10000","152","-8496.9","-8467.5","58.7","0.6484"
"1515","T152_4","10000","10000","152","-8491.5","-8466.1","50.8","0.8671"
"1516","T152_5","10000","10000","152","-8490.3","-8468.4","43.9","1.4353"
"1517","T152_6","10000","10000","152","-8492.5","-8472.4","40.3","2.3248"
"1518","T152_7","10000","10000","152","-8488.4","-8461.6","53.6","0.4948"
"1519","T152_8","10000","10000","152","-8491.8","-8469.8","44.0","1.8203"
"1520","T152_9","10000","10000","152","-8495.3","-8468.9","52.8","1.2274"
"1521","T152_10","10000","10000","152","-8493.7","-8467.8","51.7","0.6855"
"1522","T153_1","10000","10000","153","-8491.5","-8463.9","55.2","0.6909"
"1523","T153_2","10000","10000","153","-8495.5","-8457.5","76.0","0.3623"
"1524","T153_3","10000","10000","153","-8490.8","-8469.7","42.3","1.2720"
"1525","T153_4","10000","10000","153","-8488.2","-8468.4","39.6","0.8830"
"1526","T153_5","10000","10000","153","-8491.3","-8468.8","45.2","1.0409"
"1527","T153_6","10000","10000","153","-8489.1","-8469.0","40.2","1.1162"
"1528","T153_7","10000","10000","153","-8491.8","-8471.1","41.4","2.0759"
"1529","T153_8","10000","10000","153","-8493.2","-8474.6","37.1","3.2882"
"1530","T153_9","10000","10000","153","-8495.7","-8472.0","47.4","2.1783"
"1531","T153_10","10000","10000","153","-8492.4","-8467.2","50.4","0.9344"
"1532","T154_1","10000","10000","154","-8488.4","-8469.8","37.2","1.4663"
"1533","T154_2","10000","10000","154","-8489.6","-8464.9","49.4","0.6700"
"1534","T154_3","10000","10000","154","-8491.4","-8466.8","49.3","0.9137"
"1535","T154_4","10000","10000","154","-8493.9","-8471.5","44.7","2.0068"
"1536","T154_5","10000","10000","154","-8491.9","-8471.5","40.9","4.4590"
"1537","T154_6","10000","10000","154","-8491.0","-8469.5","42.9","1.6369"
"1538","T154_7","10000","10000","154","-8487.9","-8469.5","36.9","1.5072"
"1539","T154_8","10000","10000","154","-8491.6","-8467.6","48.1","1.1710"
"1540","T154_9","10000","10000","154","-8491.2","-8472.8","36.7","3.8247"
"1541","T154_10","10000","10000","154","-8494.2","-8467.5","53.3","1.1324"
"1542","T155_1","10000","10000","155","-8499.1","-8470.3","57.6","0.8963"
"1543","T155_2","10000","10000","155","-8490.5","-8468.9","43.3","3.0783"
"1544","T155_3","10000","10000","155","-8490.7","-8468.4","44.4","1.1186"
"1545","T155_4","10000","10000","155","-8492.9","-8467.3","51.2","0.8750"
"1546","T155_5","10000","10000","155","-8495.3","-8463.6","63.3","0.5331"
"1547","T155_6","10000","10000","155","-8487.9","-8465.6","44.7","0.9955"
"1548","T155_7","10000","10000","155","-8494.6","-8474.0","41.3","1.7204"
"1549","T155_8","10000","10000","155","-8495.6","-8464.7","61.8","0.5908"
"1550","T155_9","10000","10000","155","-8493.7","-8471.6","44.1","2.3774"
"1551","T155_10","10000","10000","155","-8490.1","-8470.9","38.4","1.3468"
"1552","T156_1","10000","10000","156","-8500.8","-8466.2","69.2","0.6509"
"1553","T156_2","10000","10000","156","-8486.0","-8468.4","35.1","1.8858"
"1554","T156_3","10000","10000","156","-8489.8","-8471.8","36.1","2.5669"
"1555","T156_4","10000","10000","156","-8496.9","-8473.0","47.8","1.2975"
"1556","T156_5","10000","10000","156","-8488.9","-8463.0","51.8","0.6036"
"1557","T156_6","10000","10000","156","-8496.0","-8466.5","59.0","0.7611"
"1558","T156_7","10000","10000","156","-8494.2","-8468.0","52.4","0.7437"
"1559","T156_8","10000","10000","156","-8494.2","-8472.3","43.7","1.7783"
"1560","T156_9","10000","10000","156","-8495.6","-8470.6","50.0","1.7186"
"1561","T156_10","10000","10000","156","-8495.9","-8460.3","71.2","0.3144"
"1562","T157_1","10000","10000","157","-8490.1","-8467.0","46.2","1.0046"
"1563","T157_2","10000","10000","157","-8495.3","-8472.3","46.1","2.4934"
"1564","T157_3","10000","10000","157","-8489.7","-8471.4","36.6","2.8193"
"1565","T157_4","10000","10000","157","-8488.3","-8468.3","39.9","1.0313"
"1566","T157_5","10000","10000","157","-8489.9","-8469.1","41.6","1.3247"
"1567","T157_6","10000","10000","157","-8497.8","-8471.3","53.0","1.9254"
"1568","T157_7","10000","10000","157","-8497.6","-8470.4","54.3","1.3317"
"1569","T157_8","10000","10000","157","-8490.2","-8468.4","43.6","1.3210"
"1570","T157_9","10000","10000","157","-8493.3","-8472.0","42.5","3.7119"
"1571","T157_10","10000","10000","157","-8497.7","-8464.6","66.3","0.5562"
"1572","T158_1","10000","10000","158","-8483.9","-8465.2","37.5","0.8041"
"1573","T158_2","10000","10000","158","-8494.8","-8471.2","47.3","1.5860"
"1574","T158_3","10000","10000","158","-8497.5","-8468.2","58.7","0.8938"
"1575","T158_4","10000","10000","158","-8491.8","-8467.3","49.0","1.0606"
"1576","T158_5","10000","10000","158","-8493.4","-8470.0","46.8","1.4940"
"1577","T158_6","10000","10000","158","-8492.8","-8470.6","44.5","1.8084"
"1578","T158_7","10000","10000","158","-8484.8","-8465.4","38.8","0.8961"
"1579","T158_8","10000","10000","158","-8495.5","-8469.4","52.2","1.2255"
"1580","T158_9","10000","10000","158","-8492.7","-8469.6","46.1","1.0139"
"1581","T158_10","10000","10000","158","-8491.6","-8470.4","42.4","2.1042"
"1582","T159_1","10000","10000","159","-8495.8","-8471.3","49.1","1.2863"
"1583","T159_2","10000","10000","159","-8491.7","-8467.3","48.9","0.8902"
"1584","T159_3","10000","10000","159","-8495.0","-8468.9","52.2","1.0650"
"1585","T159_4","10000","10000","159","-8493.7","-8468.7","50.1","1.1235"
"1586","T159_5","10000","10000","159","-8503.7","-8473.1","61.2","1.2936"
"1587","T159_6","10000","10000","159","-8491.9","-8471.4","41.1","1.7099"
"1588","T159_7","10000","10000","159","-8490.4","-8467.6","45.6","0.8292"
"1589","T159_8","10000","10000","159","-8498.6","-8466.5","64.3","0.9026"
"1590","T159_9","10000","10000","159","-8486.3","-8468.2","36.2","1.1272"
"1591","T159_10","10000","10000","159","-8496.7","-8462.7","67.9","0.4834"
"1592","T160_1","10000","10000","160","-8495.6","-8464.5","62.1","0.6526"
"1593","T160_2","10000","10000","160","-8496.5","-8468.1","56.7","1.0372"
"1594","T160_3","10000","10000","160","-8492.9","-8470.4","45.1","1.6348"
"1595","T160_4","10000","10000","160","-8493.8","-8473.3","41.0","3.1498"
"1596","T160_5","10000","10000","160","-8486.9","-8469.7","34.5","2.9401"
"1597","T160_6","10000","10000","160","-8496.8","-8474.2","45.2","2.6524"
"1598","T160_7","10000","10000","160","-8487.8","-8463.2","49.1","0.7826"
"1599","T160_8","10000","10000","160","-8488.3","-8464.3","48.0","0.6268"
"1600","T160_9","10000","10000","160","-8492.6","-8469.5","46.2","1.2502"
"1601","T160_10","10000","10000","160","-8493.1","-8469.1","48.0","1.7744"
"1602","T161_1","10000","10000","161","-8497.2","-8471.4","51.5","3.0512"
"1603","T161_2","10000","10000","161","-8494.6","-8472.1","45.0","3.2759"
"1604","T161_3","10000","10000","161","-8491.7","-8472.8","37.7","2.4716"
"1605","T161_4","10000","10000","161","-8491.4","-8468.4","45.9","1.0257"
"1606","T161_5","10000","10000","161","-8494.7","-8465.7","57.9","0.6252"
"1607","T161_6","10000","10000","161","-8500.9","-8469.9","62.0","1.1156"
"1608","T161_7","10000","10000","161","-8491.4","-8471.3","40.2","2.7686"
"1609","T161_8","10000","10000","161","-8493.8","-8473.3","41.0","3.1595"
"1610","T161_9","10000","10000","161","-8487.5","-8467.5","40.0","1.1553"
"1611","T161_10","10000","10000","161","-8488.8","-8468.7","40.3","1.9901"
"1612","T162_1","10000","10000","162","-8487.6","-8470.9","33.5","3.9312"
"1613","T162_2","10000","10000","162","-8495.1","-8473.6","42.9","2.3129"
"1614","T162_3","10000","10000","162","-8493.0","-8470.4","45.2","1.7961"
"1615","T162_4","10000","10000","162","-8490.1","-8472.2","35.8","3.6698"
"1616","T162_5","10000","10000","162","-8493.0","-8464.6","56.8","0.5291"
"1617","T162_6","10000","10000","162","-8493.0","-8466.8","52.5","0.6933"
"1618","T162_7","10000","10000","162","-8487.3","-8467.7","39.2","1.1973"
"1619","T162_8","10000","10000","162","-8489.2","-8472.1","34.2","1.8380"
"1620","T162_9","10000","10000","162","-8490.8","-8471.5","38.6","2.8516"
"1621","T162_10","10000","10000","162","-8491.5","-8466.5","50.0","0.7862"
"1622","T163_1","10000","10000","163","-8489.9","-8468.1","43.7","1.0770"
"1623","T163_2","10000","10000","163","-8491.9","-8471.0","41.8","1.2217"
"1624","T163_3","10000","10000","163","-8492.9","-8471.2","43.5","1.5518"
"1625","T163_4","10000","10000","163","-8489.5","-8466.7","45.7","0.7733"
"1626","T163_5","10000","10000","163","-8494.2","-8466.8","54.8","0.7586"
"1627","T163_6","10000","10000","163","-8494.8","-8470.5","48.7","1.1962"
"1628","T163_7","10000","10000","163","-8494.8","-8470.5","48.7","1.1962"
"1629","T163_8","10000","10000","163","-8484.1","-8464.7","38.8","0.6259"
"1630","T163_9","10000","10000","163","-8495.5","-8473.1","44.8","1.5390"
"1631","T163_10","10000","10000","163","-8493.0","-8469.7","46.5","1.1969"
"1632","T164_1","10000","10000","164","-8489.0","-8465.1","47.7","0.8305"
"1633","T164_2","10000","10000","164","-8489.9","-8469.3","41.2","2.4334"
"1634","T164_3","10000","10000","164","-8492.5","-8469.8","45.5","1.5002"
"1635","T164_4","10000","10000","164","-8487.8","-8470.2","35.3","2.6083"
"1636","T164_5","10000","10000","164","-8494.5","-8473.2","42.6","5.1417"
"1637","T164_6","10000","10000","164","-8493.2","-8469.7","47.0","0.7289"
"1638","T164_7","10000","10000","164","-8488.7","-8468.8","39.8","1.1636"
"1639","T164_8","10000","10000","164","-8501.5","-8469.8","63.4","0.6643"
"1640","T164_9","10000","10000","164","-8508.2","-8473.1","70.3","1.6729"
"1641","T164_10","10000","10000","164","-8489.9","-8469.7","40.2","1.5198"
"1642","T165_1","10000","10000","165","-8485.8","-8468.2","35.1","1.0240"
"1643","T165_2","10000","10000","165","-8489.2","-8467.7","43.0","0.9391"
"1644","T165_3","10000","10000","165","-8499.6","-8473.4","52.2","2.4833"
"1645","T165_4","10000","10000","165","-8490.4","-8473.4","34.1","3.2570"
"1646","T165_5","10000","10000","165","-8490.2","-8468.1","44.2","0.8795"
"1647","T165_6","10000","10000","165","-8491.7","-8468.9","45.6","1.3798"
"1648","T165_7","10000","10000","165","-8497.5","-8467.3","60.4","1.1302"
"1649","T165_8","10000","10000","165","-8500.4","-8473.1","54.5","2.3528"
"1650","T165_9","10000","10000","165","-8490.1","-8473.0","34.2","3.0756"
"1651","T165_10","10000","10000","165","-8491.4","-8471.3","40.1","2.1501"
"1652","T166_1","10000","10000","166","-8492.2","-8462.2","60.0","0.5282"
"1653","T166_2","10000","10000","166","-8496.0","-8468.5","55.0","0.7018"
"1654","T166_3","10000","10000","166","-8496.2","-8468.9","54.5","0.8758"
"1655","T166_4","10000","10000","166","-8488.9","-8471.0","35.9","1.6130"
"1656","T166_5","10000","10000","166","-8490.2","-8469.1","42.3","1.0534"
"1657","T166_6","10000","10000","166","-8493.8","-8471.1","45.3","1.7169"
"1658","T166_7","10000","10000","166","-8495.9","-8464.6","62.6","0.4532"
"1659","T166_8","10000","10000","166","-8490.6","-8466.7","47.8","1.0309"
"1660","T166_9","10000","10000","166","-8490.8","-8463.2","55.1","0.5449"
"1661","T166_10","10000","10000","166","-8491.7","-8469.3","44.7","2.0877"
"1662","T167_1","10000","10000","167","-8495.4","-8473.5","43.8","2.3189"
"1663","T167_2","10000","10000","167","-8496.1","-8467.3","57.5","0.8214"
"1664","T167_3","10000","10000","167","-8491.6","-8469.2","44.7","1.1379"
"1665","T167_4","10000","10000","167","-8489.1","-8465.2","47.9","0.5861"
"1666","T167_5","10000","10000","167","-8496.8","-8467.4","58.8","0.5877"
"1667","T167_6","10000","10000","167","-8494.7","-8472.0","45.2","1.6072"
"1668","T167_7","10000","10000","167","-8494.3","-8470.6","47.5","1.1666"
"1669","T167_8","10000","10000","167","-8490.6","-8468.1","45.1","1.1567"
"1670","T167_9","10000","10000","167","-8494.1","-8468.1","52.0","0.9614"
"1671","T167_10","10000","10000","167","-8486.0","-8467.9","36.1","1.2951"
"1672","T168_1","10000","10000","168","-8492.3","-8473.4","37.8","2.0049"
"1673","T168_2","10000","10000","168","-8490.8","-8472.3","36.9","2.9765"
"1674","T168_3","10000","10000","168","-8488.3","-8469.1","38.5","1.2489"
"1675","T168_4","10000","10000","168","-8491.2","-8470.8","40.8","1.5020"
"1676","T168_5","10000","10000","168","-8499.8","-8472.3","55.1","1.9338"
"1677","T168_6","10000","10000","168","-8493.8","-8469.5","48.8","0.9387"
"1678","T168_7","10000","10000","168","-8495.6","-8473.7","43.9","2.1409"
"1679","T168_8","10000","10000","168","-8495.9","-8469.2","53.4","0.7168"
"1680","T168_9","10000","10000","168","-8492.9","-8465.2","55.5","0.6157"
"1681","T168_10","10000","10000","168","-8488.6","-8468.4","40.4","0.7538"
"1682","T169_1","10000","10000","169","-8492.8","-8470.7","44.1","1.6946"
"1683","T169_2","10000","10000","169","-8490.2","-8470.9","38.5","1.5555"
"1684","T169_3","10000","10000","169","-8496.2","-8468.0","56.5","1.0477"
"1685","T169_4","10000","10000","169","-8504.8","-8467.0","75.4","0.5792"
"1686","T169_5","10000","10000","169","-8491.8","-8473.3","36.9","2.7263"
"1687","T169_6","10000","10000","169","-8504.8","-8471.4","66.9","0.9725"
"1688","T169_7","10000","10000","169","-8494.8","-8471.8","46.0","1.4924"
"1689","T169_8","10000","10000","169","-8491.7","-8471.5","40.5","1.5697"
"1690","T169_9","10000","10000","169","-8488.3","-8470.9","34.8","3.4540"
"1691","T169_10","10000","10000","169","-8504.1","-8473.9","60.4","2.3921"
"1692","T170_1","10000","10000","170","-8495.8","-8467.8","56.0","0.8916"
"1693","T170_2","10000","10000","170","-8488.1","-8468.7","38.7","1.2802"
"1694","T170_3","10000","10000","170","-8489.3","-8470.7","37.2","1.1302"
"1695","T170_4","10000","10000","170","-8486.7","-8469.5","34.4","1.1572"
"1696","T170_5","10000","10000","170","-8486.2","-8471.2","30.0","2.6776"
"1697","T170_6","10000","10000","170","-8497.2","-8473.5","47.3","2.0311"
"1698","T170_7","10000","10000","170","-8502.8","-8468.9","67.7","0.5440"
"1699","T170_8","10000","10000","170","-8486.0","-8468.4","35.4","1.0178"
"1700","T170_9","10000","10000","170","-8492.9","-8468.3","49.2","0.7394"
"1701","T170_10","10000","10000","170","-8482.5","-8466.4","32.1","1.2660"
"1702","T171_1","10000","10000","171","-8495.2","-8466.1","58.3","0.4674"
"1703","T171_2","10000","10000","171","-8491.8","-8464.5","54.5","0.7101"
"1704","T171_3","10000","10000","171","-8491.2","-8469.5","43.3","1.4046"
"1705","T171_4","10000","10000","171","-8490.0","-8467.4","45.2","0.9563"
"1706","T171_5","10000","10000","171","-8496.9","-8474.5","44.7","3.2433"
"1707","T171_6","10000","10000","171","-8489.0","-8471.7","34.6","2.2970"
"1708","T171_7","10000","10000","171","-8491.8","-8469.8","43.9","1.5951"
"1709","T171_8","10000","10000","171","-8491.7","-8474.5","34.4","2.2710"
"1710","T171_9","10000","10000","171","-8489.4","-8470.2","38.5","1.2956"
"1711","T171_10","10000","10000","171","-8497.3","-8472.2","50.2","1.1714"
"1712","T172_1","10000","10000","172","-8490.7","-8472.5","36.4","2.3918"
