loci	ind	k	runs	elpdmean	elpdsd	elpdmin	elpdmax	lnk1	lnk1max	lnk1min	lnk2	lnk2max	lnk2min	deltaK	drv1	drv1max	drv1min	drv2	drv2max	drv2min	drv3
12	1065	1	100	-40027.158	0.48287439025868	-40027.6408743903	-40026.6751256097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12	1065	2	100	-39973.545	98.4994676445646	-40072.0444676446	-39875.0455323554	53.6130000000048	151.629593254311	-44.4035932543011	15.9159999999902	108.988643759369	-77.1566437593883	0.161584629649198	53.6130000000048	151.629593254311	-44.4035932543011	15.9159999999902	108.988643759369	-77.1566437593883	0.161584629649198
12	1065	3	100	-39904.016	103.443417139492	-40007.4594171395	-39800.5725828605	69.528999999995	74.4729494949224	64.5850505050676	24.4310000000114	146.492423145689	-97.630423145666	0.2361774260325	69.528999999995	74.4729494949224	64.5850505050676	24.4310000000114	146.492423145689	-97.630423145666	0.2361774260325
12	1065	4	100	-39810.056	230.448789780097	-40040.5047897801	-39579.6072102199	93.9600000000064	220.965372640611	-33.0453726405984	206.364000000009	210.337841223438	202.39015877658	0.895487453837051	93.9600000000064	220.965372640611	-33.0453726405984	206.364000000009	210.337841223438	202.39015877658	0.895487453837051
12	1065	5	100	-39922.46	361.428003644131	-40283.8880036441	-39561.0319963559	-112.404000000002	18.5752138640316	-243.383213864036	21.3229999999967	58.5868986091754	-15.940898609182	0.0589965353680556	-112.404000000002	18.5752138640316	-243.383213864036	21.3229999999967	58.5868986091754	-15.940898609182	0.0589965353680556
12	1065	6	100	-40056.187	455.143318898986	-40511.330318899	-39601.043681101	-133.726999999999	-40.0116847451438	-227.442315254854	182.690999999999	235.055757362651	130.326242637347	0.401392248142711	-133.726999999999	-40.0116847451438	-227.442315254854	182.690999999999	235.055757362651	130.326242637347	0.401392248142711
12	1065	7	100	-40007.223	413.792761006782	-40421.0157610068	-39593.4302389932	48.9639999999999	90.3145578922034	7.61344210779652	80.7680000000037	160.940738948052	0.595261051955504	0.195189494865716	48.9639999999999	90.3145578922034	7.61344210779652	80.7680000000037	160.940738948052	0.595261051955504	0.195189494865716
12	1065	8	100	-40039.027	535.316057847034	-40574.343057847	-39503.710942153	-31.8040000000037	89.7192968402479	-153.327296840255	23.7750000000087	224.284384195942	-176.734384195925	0.044413014800319	-31.8040000000037	89.7192968402479	-153.327296840255	23.7750000000087	224.284384195942	-176.734384195925	0.044413014800319
12	1065	9	100	-40047.056	857.348738883219	-40904.4047388832	-39189.7072611168	-8.02899999999499	314.00368103619	-330.06168103618	57.0460000000094	181.557417879646	-67.4654178796277	0.0665376846233161	-8.02899999999499	314.00368103619	-330.06168103618	57.0460000000094	181.557417879646	-67.4654178796277	0.0665376846233161
12	1065	10	100	-40112.131	1303.89283779904	-41416.023837799	-38808.238162201	-65.0750000000044	381.469098915818	-511.619098915826	9.2560000000085	357.824201775683	-339.312201775666	0.00709874288107337	-65.0750000000044	381.469098915818	-511.619098915826	9.2560000000085	357.824201775683	-339.312201775666	0.00709874288107337
12	1065	11	100	-40167.95	1401.86873493919	-41569.8187349392	-38766.0812650608	-55.8189999999959	42.1568971401514	-153.794897140143	113.088000000011	295.839601334377	-69.6636013343561	0.080669464395264	-55.8189999999959	42.1568971401514	-153.794897140143	113.088000000011	295.839601334377	-69.6636013343561	0.080669464395264
12	1065	12	100	-40336.857	1682.5962334137	-42019.4532334137	-38654.2607665863	-168.907000000007	111.820498474508	-449.634498474521	NA	NA	NA	NA	-168.907000000007	111.820498474508	-449.634498474521	NA	NA	NA	NA
